system   D            wsystem.c:583  maybe_parent_dir                 [   0.00119] Also searching D:\saper\
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  15.78878] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  15.78880] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [  15.78883] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [  15.78886] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [  15.78889] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [  15.78894] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [  15.78975] Glyph 20: 5x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  15.79045] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  15.79053] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  15.79248] Glyph 21: 7x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  15.79304] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  15.79311] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  15.79516] Glyph 22: 7x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  15.79556] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  15.79562] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  15.79743] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  15.79750] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [  16.20725] Font arial.ttf loaded with pixel size 0 x 12.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [  16.20734]     ascent=11.0, descent=-3.0, height=14.0
dtor     D               dtor.c:184  _al_register_destructor          [  16.20743] added dtor for object 07C11810, func 0F1E1B3B
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  16.20882] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  16.20889] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  16.20894] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  16.20898] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  16.20902] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  16.20904] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  16.20907] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  16.20910] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  16.20912] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [  16.20915] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [  16.20918] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [  16.20921] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [  16.20924] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [  16.21026] Glyph 20: 5x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  16.21091] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  16.21097] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  16.21261] Glyph 21: 7x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  16.21312] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  16.21318] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  16.21503] Glyph 22: 7x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  16.21539] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  16.21547] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  16.21859] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  16.21869] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [  17.00125] Font arial.ttf loaded with pixel size 0 x 12.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [  17.00131]     ascent=11.0, descent=-3.0, height=14.0
dtor     D               dtor.c:184  _al_register_destructor          [  17.00138] added dtor for object 07C11B90, func 0F1E1B3B
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  17.00244] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  17.00250] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  17.00255] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  17.00259] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  17.00263] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  17.00267] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  17.00271] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  17.00275] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  17.00280] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [  17.00284] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [  17.00288] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [  17.00294] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [  17.00303] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [  17.00404] Glyph 20: 5x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  17.00470] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  17.00477] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  17.00649] Glyph 21: 7x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  17.00719] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  17.00728] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  17.01082] Glyph 22: 7x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  17.01132] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  17.01142] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  17.01482] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  17.01498] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [  17.23428] Font arial.ttf loaded with pixel size 0 x 12.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [  17.23434]     ascent=11.0, descent=-3.0, height=14.0
dtor     D               dtor.c:184  _al_register_destructor          [  17.23440] added dtor for object 07C122C8, func 0F1E1B3B
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  17.23550] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  17.23557] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  17.23561] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  17.23564] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  17.23566] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  17.23569] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  17.23572] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  17.23574] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  17.23577] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [  17.23580] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [  17.23583] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [  17.23586] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [  17.23589] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [  17.23669] Glyph 20: 5x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  17.23727] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  17.23743] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  17.23895] Glyph 21: 7x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  17.23938] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  17.23944] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  17.24196] Glyph 22: 7x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  17.24244] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  17.24250] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  17.24524] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  17.24535] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [  17.51590] Font arial.ttf loaded with pixel size 0 x 12.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [  17.51596]     ascent=11.0, descent=-3.0, height=14.0
dtor     D               dtor.c:184  _al_register_destructor          [  17.51605] added dtor for object 07F5E238, func 0F1E1B3B
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  17.51716] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  17.51721] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  17.51723] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  17.51726] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  17.51729] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  17.51731] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  17.51734] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  17.51737] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  17.51739] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [  17.51742] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [  17.51744] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [  17.51748] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [  17.51752] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [  17.51836] Glyph 20: 5x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  17.51892] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  17.51897] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  17.52052] Glyph 21: 7x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  17.52095] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  17.52103] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  17.52287] Glyph 22: 7x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  17.52325] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  17.52331] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  17.52633] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  17.52644] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [  18.39238] Font arial.ttf loaded with pixel size 0 x 12.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [  18.39245]     ascent=11.0, descent=-3.0, height=14.0
dtor     D               dtor.c:184  _al_register_destructor          [  18.39251] added dtor for object 07F5E5F0, func 0F1E1B3B
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  18.39360] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  18.39364] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  18.39367] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  18.39370] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  18.39372] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  18.39375] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  18.39377] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  18.39380] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [  18.39383] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [  18.39386] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [  18.39388] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [  18.39391] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [  18.39394] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [  18.39477] Glyph 20: 5x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  18.39538] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  18.39543] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [  18.39706] Glyph 21: 7x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  18.39772] _al_d3d_sync_bitmap (system) ref count == 1
